"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"kachdwq   ","P",01/01/2022 7:00,0,0,"",0.9,<0> ,48.42,<0> ,30.3,<0> ,97.1,<0> ,11.2,<0> ,9.88,<0> ,10.18,<3> ,"",<-1> ,"","",7.9,<0> ,47,<0> ,2.4,<0> ,
"kachdwq   ","P",01/01/2022 7:15,0,0,"",0.7,<0> ,47.91,<0> ,29.9,<0> ,97.1,<0> ,11.3,<0> ,9.98,<0> ,10.28,<3> ,"",<-1> ,"","",7.9,<0> ,70,<0> ,9.1,<0> ,
"kachdwq   ","P",01/01/2022 7:30,0,0,"",0.7,<0> ,48.48,<0> ,30.3,<0> ,97.1,<0> ,11.3,<0> ,10.14,<0> ,10.44,<3> ,"",<-1> ,"","",7.9,<0> ,34,<0> ,6.7,<0> ,
"kachdwq   ","P",01/01/2022 7:45,0,0,"",0.6,<0> ,48.49,<0> ,30.3,<0> ,97.0,<0> ,11.3,<0> ,10.33,<0> ,10.63,<3> ,"",<-1> ,"","",7.9,<0> ,44,<0> ,17.5,<0> ,
"kachdwq   ","P",01/01/2022 8:00,0,0,"",0.5,<0> ,48.53,<0> ,30.3,<0> ,96.8,<0> ,11.3,<0> ,10.57,<0> ,10.87,<3> ,"",<-1> ,"","",7.9,<0> ,1369,<0> ,5.9,<0> ,
"kachdwq   ","P",01/01/2022 8:15,0,0,"",0.6,<0> ,45.87,<0> ,28.5,<0> ,96.9,<0> ,11.5,<0> ,10.82,<0> ,11.11,<3> ,"",<-1> ,"","",7.9,<0> ,147,<0> ,3.8,<0> ,
"kachdwq   ","P",01/01/2022 8:30,0,0,"",0.6,<0> ,48.52,<0> ,30.3,<0> ,97.1,<0> ,11.3,<0> ,11.09,<0> ,11.38,<3> ,"",<-1> ,"","",7.9,<0> ,33,<0> ,3.8,<0> ,
"kachdwq   ","P",01/01/2022 8:45,0,0,"",0.5,<0> ,48.54,<0> ,30.3,<0> ,97.1,<0> ,11.3,<0> ,11.38,<0> ,11.67,<3> ,"",<-1> ,"","",7.9,<0> ,42,<0> ,274.6,<0> ,
"kachdwq   ","P",01/01/2022 9:00,0,0,"",0.6,<0> ,48.54,<0> ,30.3,<0> ,97.2,<0> ,11.3,<0> ,11.69,<0> ,11.98,<3> ,"",<-1> ,"","",7.9,<0> ,43,<0> ,8.5,<0> ,
"kachdwq   ","P",01/01/2022 9:15,0,0,"",0.7,<0> ,48.55,<0> ,30.3,<0> ,97.5,<0> ,11.3,<0> ,12.01,<0> ,12.29,<3> ,"",<-1> ,"","",7.9,<0> ,158,<0> ,6.6,<0> ,
"kachdwq   ","P",01/01/2022 9:30,0,0,"",0.6,<0> ,48.53,<0> ,30.3,<0> ,97.3,<0> ,11.3,<0> ,12.34,<0> ,12.62,<3> ,"",<-1> ,"","",7.9,<0> ,55,<0> ,16.3,<0> ,
"kachdwq   ","P",01/01/2022 9:45,0,0,"",0.5,<0> ,48.58,<0> ,30.3,<0> ,97.3,<0> ,11.4,<0> ,12.68,<0> ,12.96,<3> ,"",<-1> ,"","",7.9,<0> ,147,<0> ,1.8,<0> ,
"kachdwq   ","P",01/01/2022 10:00,0,0,"",0.5,<0> ,48.55,<0> ,30.3,<0> ,97.2,<0> ,11.4,<0> ,13.00,<0> ,13.27,<3> ,"",<-1> ,"","",7.9,<0> ,41,<0> ,25.2,<0> ,
"kachdwq   ","P",01/01/2022 10:15,0,0,"",0.5,<0> ,48.56,<0> ,30.3,<0> ,97.3,<0> ,11.4,<0> ,13.33,<0> ,13.60,<3> ,"",<-1> ,"","",7.9,<0> ,29,<0> ,0.5,<0> ,
"kachdwq   ","P",01/01/2022 10:30,0,0,"",0.3,<0> ,48.49,<0> ,30.2,<0> ,97.5,<0> ,11.5,<0> ,13.64,<0> ,13.91,<3> ,"",<-1> ,"","",7.9,<0> ,39,<0> ,4.2,<0> ,
"kachdwq   ","P",01/01/2022 10:45,0,0,"",0.4,<0> ,48.77,<0> ,30.4,<0> ,97.4,<0> ,11.4,<0> ,13.96,<0> ,14.23,<3> ,"",<-1> ,"","",7.9,<0> ,39,<0> ,1.1,<0> ,
"kachdwq   ","P",01/01/2022 11:00,0,0,"",0.7,<0> ,48.75,<0> ,30.5,<0> ,97.6,<0> ,11.3,<0> ,14.27,<0> ,14.54,<3> ,"",<-1> ,"","",7.9,<0> ,22,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 11:15,0,0,"",0.5,<0> ,48.77,<0> ,30.4,<0> ,97.3,<0> ,11.4,<0> ,14.55,<0> ,14.81,<3> ,"",<-1> ,"","",7.9,<0> ,37,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 11:30,0,0,"",0.4,<0> ,48.62,<0> ,30.3,<0> ,97.4,<0> ,11.4,<0> ,14.81,<0> ,15.07,<3> ,"",<-1> ,"","",7.9,<0> ,29,<0> ,0.6,<0> ,
"kachdwq   ","P",01/01/2022 11:45,0,0,"",0.3,<0> ,48.81,<0> ,30.4,<0> ,97.3,<0> ,11.4,<0> ,15.04,<0> ,15.30,<3> ,"",<-1> ,"","",7.9,<0> ,37,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 12:00,0,0,"",0.3,<0> ,48.81,<0> ,30.4,<0> ,97.4,<0> ,11.4,<0> ,15.22,<0> ,15.48,<3> ,"",<-1> ,"","",7.9,<0> ,30,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 12:15,0,0,"",-0.1,<0> ,48.88,<0> ,30.4,<0> ,97.4,<0> ,11.6,<0> ,15.38,<0> ,15.64,<3> ,"",<-1> ,"","",7.9,<0> ,51,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 12:30,0,0,"",-0.4,<0> ,48.97,<0> ,30.3,<0> ,97.5,<0> ,11.7,<0> ,15.49,<0> ,15.73,<3> ,"",<-1> ,"","",7.9,<0> ,57,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 12:45,0,0,"",-0.6,<0> ,48.98,<0> ,30.3,<0> ,97.4,<0> ,11.7,<0> ,15.52,<0> ,15.76,<3> ,"",<-1> ,"","",7.9,<0> ,66,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 13:00,0,0,"",-0.8,<0> ,49.04,<0> ,30.3,<0> ,97.6,<0> ,11.8,<0> ,15.47,<0> ,15.71,<3> ,"",<-1> ,"","",7.9,<0> ,67,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 13:15,0,0,"",-0.7,<0> ,48.96,<0> ,30.3,<0> ,97.7,<0> ,11.8,<0> ,15.38,<0> ,15.62,<3> ,"",<-1> ,"","",7.9,<0> ,72,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 13:30,0,0,"",-0.7,<0> ,48.94,<0> ,30.3,<0> ,97.8,<0> ,11.8,<0> ,15.21,<0> ,15.45,<3> ,"",<-1> ,"","",7.9,<0> ,80,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 13:45,0,0,"",-0.8,<0> ,49.00,<0> ,30.3,<0> ,97.9,<0> ,11.8,<0> ,15.01,<0> ,15.25,<3> ,"",<-1> ,"","",7.9,<0> ,71,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 14:00,0,0,"",-0.8,<0> ,48.99,<0> ,30.3,<0> ,98.1,<0> ,11.9,<0> ,14.79,<0> ,15.03,<3> ,"",<-1> ,"","",7.9,<0> ,55,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 14:15,0,0,"",-0.9,<0> ,48.99,<0> ,30.3,<0> ,98.2,<0> ,11.9,<0> ,14.49,<0> ,14.73,<3> ,"",<-1> ,"","",7.9,<0> ,112,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 14:30,0,0,"",-0.8,<0> ,49.01,<0> ,30.3,<0> ,98.4,<0> ,11.9,<0> ,14.18,<0> ,14.42,<3> ,"",<-1> ,"","",7.9,<0> ,60,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 14:45,0,0,"",-0.6,<0> ,48.97,<0> ,30.3,<0> ,98.1,<0> ,11.8,<0> ,13.88,<0> ,14.12,<3> ,"",<-1> ,"","",7.9,<0> ,126,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 15:00,0,0,"",-0.5,<0> ,48.90,<0> ,30.3,<0> ,97.9,<0> ,11.7,<0> ,13.54,<0> ,13.78,<3> ,"",<-1> ,"","",7.9,<0> ,50,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 15:15,0,0,"",-0.2,<0> ,48.92,<0> ,30.4,<0> ,97.8,<0> ,11.6,<0> ,13.19,<0> ,13.43,<3> ,"",<-1> ,"","",7.9,<0> ,32,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 15:30,0,0,"",-0.3,<0> ,48.89,<0> ,30.3,<0> ,97.7,<0> ,11.6,<0> ,12.83,<0> ,13.06,<3> ,"",<-1> ,"","",7.9,<0> ,34,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 15:45,0,0,"",-0.7,<0> ,48.95,<0> ,30.3,<0> ,98.2,<0> ,11.8,<0> ,12.44,<0> ,12.67,<3> ,"",<-1> ,"","",7.9,<0> ,47,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 16:00,0,0,"",-0.2,<0> ,48.94,<0> ,30.4,<0> ,98.0,<0> ,11.6,<0> ,12.02,<0> ,12.25,<3> ,"",<-1> ,"","",7.9,<0> ,25,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 16:15,0,0,"",-0.3,<0> ,48.91,<0> ,30.3,<0> ,97.9,<0> ,11.7,<0> ,11.60,<0> ,11.83,<3> ,"",<-1> ,"","",7.9,<0> ,32,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 16:30,0,0,"",-0.2,<0> ,48.92,<0> ,30.4,<0> ,97.8,<0> ,11.6,<0> ,11.17,<0> ,11.39,<3> ,"",<-1> ,"","",7.9,<0> ,24,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 16:45,0,0,"",-0.2,<0> ,48.93,<0> ,30.4,<0> ,98.0,<0> ,11.7,<0> ,10.70,<0> ,10.92,<3> ,"",<-1> ,"","",7.9,<0> ,26,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 17:00,0,0,"",-0.2,<0> ,48.93,<0> ,30.4,<0> ,97.8,<0> ,11.6,<0> ,10.27,<0> ,10.49,<3> ,"",<-1> ,"","",7.9,<0> ,27,<0> ,0.5,<0> ,
"kachdwq   ","P",01/01/2022 17:15,0,0,"",-0.3,<0> ,48.90,<0> ,30.3,<0> ,98.0,<0> ,11.7,<0> ,9.80,<0> ,10.02,<3> ,"",<-1> ,"","",7.9,<0> ,29,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 17:30,0,0,"",-0.4,<0> ,48.82,<0> ,30.2,<0> ,97.8,<0> ,11.7,<0> ,9.38,<0> ,9.60,<3> ,"",<-1> ,"","",7.9,<0> ,33,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 17:45,0,0,"",-0.6,<0> ,48.81,<0> ,30.2,<0> ,98.0,<0> ,11.8,<0> ,9.02,<0> ,9.24,<3> ,"",<-1> ,"","",7.9,<0> ,38,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 18:00,0,0,"",-0.7,<0> ,48.72,<0> ,30.1,<0> ,98.0,<0> ,11.8,<0> ,8.68,<0> ,8.90,<3> ,"",<-1> ,"","",7.9,<0> ,45,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 18:15,0,0,"",-0.8,<0> ,48.70,<0> ,30.1,<0> ,97.8,<0> ,11.8,<0> ,8.40,<0> ,8.62,<3> ,"",<-1> ,"","",7.9,<0> ,53,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 18:30,0,0,"",-1.0,<0> ,48.62,<0> ,30.0,<0> ,97.5,<0> ,11.9,<0> ,8.15,<0> ,8.36,<3> ,"",<-1> ,"","",7.9,<0> ,57,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 18:45,0,0,"",-1.2,<0> ,48.60,<0> ,29.9,<0> ,97.5,<0> ,11.9,<0> ,7.95,<0> ,8.15,<3> ,"",<-1> ,"","",7.9,<0> ,53,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 19:00,0,0,"",-1.5,<0> ,48.67,<0> ,29.9,<0> ,97.4,<0> ,12.0,<0> ,7.80,<0> ,8.00,<3> ,"",<-1> ,"","",7.9,<0> ,95,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 19:15,0,0,"",-1.5,<0> ,48.78,<0> ,30.0,<0> ,97.4,<0> ,12.0,<0> ,7.68,<0> ,7.88,<3> ,"",<-1> ,"","",7.9,<0> ,67,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 19:30,0,0,"",-1.3,<0> ,48.82,<0> ,30.0,<0> ,97.1,<0> ,11.9,<0> ,7.60,<0> ,7.80,<3> ,"",<-1> ,"","",7.9,<0> ,240,<0> ,0.5,<0> ,
"kachdwq   ","P",01/01/2022 19:45,0,0,"",-1.1,<0> ,26.47,<0> ,15.5,<0> ,97.5,<0> ,13.2,<0> ,7.66,<0> ,7.86,<3> ,"",<-1> ,"","",7.9,<0> ,123,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 20:00,0,0,"",-1.1,<0> ,48.85,<0> ,30.1,<0> ,97.4,<0> ,11.9,<0> ,7.63,<0> ,7.83,<3> ,"",<-1> ,"","",7.9,<0> ,69,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 20:15,0,0,"",-1.0,<0> ,48.88,<0> ,30.2,<0> ,97.7,<0> ,11.9,<0> ,7.75,<0> ,7.95,<3> ,"",<-1> ,"","",7.9,<0> ,77,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 20:30,0,0,"",-1.0,<0> ,48.90,<0> ,30.2,<0> ,97.9,<0> ,11.9,<0> ,7.89,<0> ,8.08,<3> ,"",<-1> ,"","",7.9,<0> ,60,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 20:45,0,0,"",-0.9,<0> ,48.92,<0> ,30.2,<0> ,98.0,<0> ,11.9,<0> ,8.08,<0> ,8.26,<3> ,"",<-1> ,"","",7.9,<0> ,53,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 21:00,0,0,"",-0.9,<0> ,48.92,<0> ,30.2,<0> ,98.0,<0> ,11.9,<0> ,8.32,<0> ,8.50,<3> ,"",<-1> ,"","",7.9,<0> ,58,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 21:15,0,0,"",-0.5,<0> ,48.90,<0> ,30.3,<0> ,97.6,<0> ,11.7,<0> ,8.60,<0> ,8.78,<3> ,"",<-1> ,"","",7.9,<0> ,54,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 21:30,0,0,"",-0.7,<0> ,48.94,<0> ,30.3,<0> ,98.2,<0> ,11.8,<0> ,8.92,<0> ,9.10,<3> ,"",<-1> ,"","",7.9,<0> ,64,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 21:45,0,0,"",-0.2,<0> ,48.87,<0> ,30.3,<0> ,98.0,<0> ,11.6,<0> ,9.28,<0> ,9.46,<3> ,"",<-1> ,"","",7.9,<0> ,35,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 22:00,0,0,"",0.0,<0> ,48.84,<0> ,30.4,<0> ,97.9,<0> ,11.6,<0> ,9.67,<0> ,9.84,<3> ,"",<-1> ,"","",7.9,<0> ,52,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 22:15,0,0,"",0.1,<0> ,48.83,<0> ,30.4,<0> ,97.7,<0> ,11.5,<0> ,10.09,<0> ,10.26,<3> ,"",<-1> ,"","",7.9,<0> ,47,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 22:30,0,0,"",0.0,<0> ,48.83,<0> ,30.4,<0> ,97.8,<0> ,11.6,<0> ,10.50,<0> ,10.67,<3> ,"",<-1> ,"","",7.9,<0> ,30,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 22:45,0,0,"",0.8,<0> ,48.83,<0> ,30.5,<0> ,97.4,<0> ,11.3,<0> ,10.94,<0> ,11.10,<3> ,"",<-1> ,"","",7.9,<0> ,16,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 23:00,0,0,"",0.9,<0> ,48.78,<0> ,30.5,<0> ,97.3,<0> ,11.2,<0> ,11.38,<0> ,11.54,<3> ,"",<-1> ,"","",7.9,<0> ,29,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 23:15,0,0,"",0.8,<0> ,48.83,<0> ,30.5,<0> ,97.2,<0> ,11.3,<0> ,11.84,<0> ,12.00,<3> ,"",<-1> ,"","",7.9,<0> ,48,<0> ,0.4,<0> ,
"kachdwq   ","P",01/01/2022 23:30,0,0,"",0.7,<0> ,48.82,<0> ,30.5,<0> ,97.3,<0> ,11.3,<0> ,12.27,<0> ,12.42,<3> ,"",<-1> ,"","",7.9,<0> ,39,<0> ,0.3,<0> ,
"kachdwq   ","P",01/01/2022 23:45,0,0,"",0.6,<0> ,48.83,<0> ,30.5,<0> ,97.5,<0> ,11.3,<0> ,12.69,<0> ,12.84,<3> ,"",<-1> ,"","",7.9,<0> ,17,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 0:00,0,0,"",0.5,<0> ,48.82,<0> ,30.5,<0> ,97.5,<0> ,11.4,<0> ,13.08,<0> ,13.23,<3> ,"",<-1> ,"","",7.9,<0> ,41,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 0:15,0,0,"",0.3,<0> ,48.86,<0> ,30.4,<0> ,97.5,<0> ,11.4,<0> ,13.46,<0> ,13.60,<3> ,"",<-1> ,"","",7.9,<0> ,26,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 0:30,0,0,"",0.2,<0> ,48.88,<0> ,30.4,<0> ,97.9,<0> ,11.5,<0> ,13.77,<0> ,13.91,<3> ,"",<-1> ,"","",7.9,<0> ,26,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 0:45,0,0,"",0.1,<0> ,48.84,<0> ,30.4,<0> ,97.7,<0> ,11.5,<0> ,14.03,<0> ,14.17,<3> ,"",<-1> ,"","",7.9,<0> ,33,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 1:00,0,0,"",0.5,<0> ,48.86,<0> ,30.5,<0> ,98.0,<0> ,11.4,<0> ,14.27,<0> ,14.40,<3> ,"",<-1> ,"","",7.9,<0> ,19,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 1:15,0,0,"",0.4,<0> ,48.77,<0> ,30.4,<0> ,97.4,<0> ,11.4,<0> ,14.42,<0> ,14.55,<3> ,"",<-1> ,"","",7.9,<0> ,34,<0> ,0.5,<0> ,
"kachdwq   ","P",01/02/2022 1:30,0,0,"",0.4,<0> ,48.83,<0> ,30.4,<0> ,97.7,<0> ,11.4,<0> ,14.57,<0> ,14.70,<3> ,"",<-1> ,"","",7.9,<0> ,34,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 1:45,0,0,"",0.2,<0> ,48.89,<0> ,30.4,<0> ,98.1,<0> ,11.5,<0> ,14.67,<0> ,14.79,<3> ,"",<-1> ,"","",7.9,<0> ,42,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 2:00,0,0,"",0.1,<0> ,48.98,<0> ,30.5,<0> ,98.0,<0> ,11.6,<0> ,14.74,<0> ,14.86,<3> ,"",<-1> ,"","",7.9,<0> ,30,<0> ,0.4,<0> ,
"kachdwq   ","P",01/02/2022 2:15,0,0,"",0.7,<0> ,48.81,<0> ,30.5,<0> ,97.8,<0> ,11.4,<0> ,14.75,<0> ,14.87,<3> ,"",<-1> ,"","",7.9,<0> ,32,<0> ,0.4,<0> ,
